utility_characteristics_year,state,utility_number,utility_name,ba_code,number_and_capacity_mw_number_of_generators,number_and_capacity_mw_total_capacity,number_and_capacity_mw_capacity_back_up_only,number_and_capacity_mw_capacity_utility_owned,photovoltaic_mw_type,photovoltaic_mw_residential,photovoltaic_mw_commercial,photovoltaic_mw_industrial,photovoltaic_mw_transportation,photovoltaic_mw_direct_connected,photovoltaic_mw_total,battery_mw_residential,battery_mw_commercial,battery_mw_industrial,battery_mw_transportation,battery_mw_direct_connected,battery_mw_total,battery_energy_mwh_residential,battery_energy_mwh_commercial,battery_energy_mwh_industrial,battery_energy_mwh_transportation,battery_energy_mwh_direct_connected,battery_energy_mwh_total,wind_mw_residential,wind_mw_commercial,wind_mw_industrial,wind_mw_transportation,wind_mw_direct_connected,wind_mw_total,hydroelectric_mw_residential,hydroelectric_mw_commercial,hydroelectric_mw_industrial,hydroelectric_mw_transportation,hydroelectric_mw_direct_connected,hydroelectric_mw_total,fuel_cells_mw_residential,fuel_cells_mw_commercial,fuel_cells_mw_industrial,fuel_cells_mw_transportation,fuel_cells_mw_direct_connected,fuel_cells_mw_total,internal_combustion_mw_residential,internal_combustion_mw_commercial,internal_combustion_mw_industrial,internal_combustion_mw_transportation,internal_combustion_mw_direct_connected,internal_combustion_mw_total,combustion_turbine_mw_residential,combustion_turbine_mw_commercial,combustion_turbine_mw_industrial,combustion_turbine_mw_transportation,combustion_turbine_mw_direct_connected,combustion_turbine_mw_total,steam_mw_residential,steam_mw_commercial,steam_mw_industrial,steam_mw_transportation,steam_mw_direct_connected,steam_mw_total,other_mw_residential,other_mw_commercial,other_mw_industrial,other_mw_transportation,other_mw_direct_connected,other_mw_total,total_mw_residential,total_mw_commercial,total_mw_industrial,total_mw_transportation,total_mw_direct_connected,total_mw_total
2024,CO,8773.0,"Holy Cross Electric Assn, Inc",PSCO,27,4.775,0,0.449,DC,,,,,4.428,4.428,,,,,,0,,,,,0,0,,,,,,0,,,,,0.347,0.347,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,4.775,4.775
2024,CO,9336.0,CORE Electric Cooperative,PSCO,168,3.228,,,AC,2.319,0.658,0.251,,,3.228,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,2.319,0.658,0.251,0,0,3.228
2024,CO,10539.0,"La Plata Electric Assn, Inc",WACM,2,1.11,,,AC,,0.99,,,,0.99,,,,,,0,,,,,,0,,,,,,0,,0.12,,,,0.12,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,1.11,0,0,0,1.11
2024,CO,11187.0,City of Longmont,PSCO,2,0.5,,0.5,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,0.5,0.5,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.5,0.5
2024,CO,13058.0,"Mountain View Elec Assn, Inc",WACM,3,2.3,2.3,0.8,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,2.3,,,2.3,,,,,,0,,,,,,0,,,,,,0,0,0,2.3,0,0,2.3
2024,CO,16603.0,"San Luis Valley R E C, Inc",WACM,1,0.4,,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,0.4,,,,0.4,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.4,0,0,0,0.4
2024,CO,16616.0,"San Isabel Electric Assn, Inc",WACM,2,1.13,,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,1.13,,,,1.13,,,,,,0,,,,,,0,,,,,,0,0,1.13,0,0,0,1.13
2024,CO,16622.0,"San Miguel Power Assn, Inc",WACM,7,3.32,,,AC,,1.45,,,,1.45,,,,,,0,,,,,,0,,,,,,0,,1.87,,,,1.87,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,3.32,0,0,0,3.32
2024,CO,19499.0,"United Power, Inc",WACM,1,0.5,0.5,0.5,,,,,,,0.0,,0.5,,,,0.5,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.5,0,0,0,0.5
2024,CO,20576.0,"White River Electric Assn, Inc",WACM,2,0.308,,,AC,,,,,0.122,0.122,,,,,,0,,,,,,0,,,,,,0,,,,,0.186,0.186,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.308,0.308
2024,CO,21081.0,Yampa Valley Electric Assn Inc,PSCO,1,0.8,,,AC,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,0.8,0.8,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.8,0.8
2024,CO,99999.0,State Adjustment,PSCO,,-1.66,,,,,,,,-1.66,-1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.66,-1.66
2024,CO,99999.0,State Adjustment,WACM,,-0.033,,,,-0.033,,,,,-0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033,,,,,-0.033
2024,CT,4176.0,Connecticut Light & Power Co,ISNE,2302,53.39,7.995,0,AC,,2.5,0.736,,4.061,7.297,20.52,2.823,0.78,,,24.123,,,,,,0,,,,,,0,,,,,3.764,3.764,,,0.6,,,0.6,0.15,13.286,1.35,,,14.786,,1.34,0.065,,,1.405,,0.015,0.2,,0.15,0.365,,,0.2,,0.85,1.05,20.67,19.964,3.931,0,8.825,53.39
2024,CT,19497.0,United Illuminating Co,ISNE,278,21.104,,,AC,5.06,3.169,,,,8.229,,,,,,0,,,,,,0,,0.03,,,,0.03,,,,,,0,,1.05,,,,1.05,,,,,,0,,,,,,0,,,,,,0,0.2,11.595,,,,11.795,5.26,15.844,0,0,0,21.104
2024,FL,6452.0,Florida Power & Light Co,FPL,771,213.597,207.84,8.241,AC,,3.544,,,2.216,5.76,,0.307,,,,0.307,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,206.53,1,,,207.53,,,,,,0,,,,,,0,,,,,,0,0,210.381,1,0,2.216,213.597
2024,FL,6455.0,"Duke Energy Florida, LLC",FPC,193,98.768,98.761,0.007,AC,,0.323,,,0.007,0.33,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,97.77,0.668,,,98.438,,,,,,0,,,,,,0,,,,,,0,0,98.093,0.668,0,0.007,98.768
2024,FL,6909.0,Gainesville Regional Utilities,GVL,13,4.1,4.1,2.8,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,4.1,,,,4.1,,,,,,0,,,,,,0,,,,,,0,0,4.1,0,0,0,4.1
2024,FL,7264.0,"Glades Electric Coop, Inc",SEC,230,60.053,,,DC,1.246,1.407,,,,2.653,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,40,7.2,10.2,,,57.4,,,,,,0,,,,,,0,,,,,,0,41.246,8.607,10.2,0,0,60.053
2024,FL,14610.0,Orlando Utilities Comm,FMPP,15,1.335,0,0.935,DC,,,,,1.299,1.299,,,,,0.036,0.036,,,,,0.144,0.144,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,1.335,1.335
2024,FL,18445.0,City of Tallahassee - (FL),TAL,2381,108.872,108.872,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,108.872,,,,108.872,,,,,,0,,,,,,0,,,,,,0,0,108.872,0,0,0,108.872
2024,FL,18449.0,"Talquin Electric Coop, Inc",SEC,11,1.95,1.95,1.95,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,1.95,,,,1.95,,,,,,0,,,,,,0,,,,,,0,0,1.95,0,0,0,1.95
2024,FL,20885.0,Withlacoochee River Elec Coop,SEC,21,11.05,11.05,11.05,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,11.05,,,,11.05,,,,,,0,,,,,,0,,,,,,0,0,11.05,0,0,0,11.05
2024,FL,99999.0,State Adjustment,FMPP,,-0.227,,,,,,,,-0.227,-0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.227,-0.227
2024,FL,99999.0,State Adjustment,SEC,,-0.463,,,,-0.217,-0.245,,,,-0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.217,-0.245,,,,-0.463
2024,GA,407.0,Altamaha Electric Member Corp,SOCO,20,2.659,0.659,2.659,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.659,2,,,,2.659,0.659,2,0,0,0,2.659
2024,GA,1891.0,Blue Ridge Mountain EMC - (GA),TVA,77,1.955,0,0,AC,0.414,1.534,0,0,0,1.948,,,,,,,,,,,,,0.007,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,1.534,0,0,0,1.955
2024,GA,3108.0,City of Cartersville - (GA),SOCO,2,1.4,,,DC,,,1.4,,,1.4,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,1.4,0,0,1.4
2024,GA,3408.0,City of Chattanooga - (TN),TVA,3,0.02,0,0,AC,0.02,0,0,0,0,0.02,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02
2024,GA,3939.0,City of College Park - (GA),SOCO,14,0.211,,,DC,0.098,0.113,,,,0.211,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.098,0.113,0,0,0,0.211
2024,GA,4433.0,City of Covington - (GA),SOCO,12,0.1,,,DC,0.1,,,,,0.1,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.1,0,0,0,0,0.1
2024,GA,4744.0,Dalton Utilities,SOCO,38,9.33,8.43,1.95,AC,,0.1,0.1,,0.7,0.9,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,6.98,1.45,,,8.43,,,,,,0,,,,,,0,,,,,,0,0,7.08,1.55,0,0.7,9.33
2024,GA,7090.0,GreyStone Power Corporation,SOCO,136,79.254,79.254,4,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,18.705,60.549,,,79.254,,,,,,0,,,,,,0,,,,,,0,0,18.705,60.549,0,0,79.254
2024,GA,7140.0,Georgia Power Co,SOCO,726,241.279,68.8,,AC,0.495,8.818,143.621,,,152.934,,1.025,,,,1.025,,,,,,0,,,,,,0,,2.73,0.75,,0.5,3.98,,,,,,0,,81.415,1.925,,,83.34,,,,,,0,,,,,,0,,,,,,0,0.495,93.988,146.296,0,0.5,241.279
2024,GA,7679.0,City of Griffin - (GA),SOCO,17,0.148,,,DC,0.086,0.062,,,,0.148,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.086,0.062,0,0,0,0.148
2024,GA,9601.0,Jackson Electric Member Corp - (GA),SOCO,57,3.714,1.1,,DC,0.281,2.333,,,,2.614,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,1.1,,,,1.1,,,,,,0,,,,,,0,,,,,,0,0.281,3.433,0,0,0,3.714
2024,GA,13716.0,North Georgia Elec Member Corp,TVA,73,3.055,0,0,AC,0.748,2.307,0,0,0,3.055,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,2.307,0,0,0,3.055
2024,GA,16865.0,Sawnee Electric Membership Corporation,SOCO,6,0.8,0.8,0.8,AC,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,0.8,0.8,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.8,0.8
2024,GA,18397.0,City of Sylvania - (GA),SOCO,1,0.005,,,DC,0.005,,,,,0.005,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.005,0,0,0,0,0.005
2024,GA,19154.0,Tri-State Electric Member Corp,TVA,35,0.899,0,0,AC,0.393,0.506,0,0,0,0.899,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0.506,0,0,0,0.899
2024,GA,20065.0,Walton Electric Member Corp,SOCO,6,3.6,3.6,3.6,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,3.6,,,,3.6,,,,,,0,,,,,,0,,,,,,0,0,3.6,0,0,0,3.6
2024,GA,99999.0,State Adjustment,SOCO,,-0.781,,,,-0.099,-0.437,-0.244,,,-0.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.099,-0.437,-0.244,,,-0.781
2024,HI,8287.0,Hawaii Electric Light Co Inc,NA,2674,60.054,,0.059,AC,16.172,20.05,,,,36.222,16.932,4.386,,,,21.318,42.111,10.984,,,,53.095,,0.662,,,,0.662,,0.237,,,,0.237,,,,,,0,,1.615,,,,1.615,,,,,,0,,,,,,0,,,,,,0,33.104,26.95,0,0,0,60.054
2024,HI,10071.0,Kauai Island Utility Cooperative,NA,33,6.765,0,0,AC,0.033,6.028,0,0,0,6.061,0.03,0.674,0,0,0,0.704,0.081,0.232,0,0,0,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,6.702,0,0,0,6.765
2024,HI,11843.0,Maui Electric Co Ltd,NA,2350,59.119,,,AC,16.34,20.4,,,,36.74,17.617,2.365,,,,19.982,45.321,6.132,,,,51.453,,0.017,,,,0.017,,0.5,,,,0.5,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,1.88,,,,1.88,33.957,25.162,0,0,0,59.119
2024,HI,19547.0,Hawaiian Electric Co Inc,HECO,6725,229.863,,0.928,AC,57.754,115.772,0.803,,0.125,174.454,47.507,7.777,,,,55.284,121.194,41.992,,,,163.186,,0.005,,,,0.005,,,,,,0,,,,,,0,,0.12,,,,0.12,,,,,,0,,,,,,0,,,,,,0,105.261,123.674,0.803,0,0.125,229.863
2024,IA,2652.0,Butler County Rural Elec Coop - (IA),SWPP,50,1.246,,0.297,AC,0.435,,0.511,,0.297,1.243,,,,,,0,,,,,,0,0.003,,,,,0.003,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.438,0,0.511,0,0.297,1.246
2024,IA,5605.0,Eastern Iowa Light & Power Coop,MISO,21,1.045,,,AC,0.119,0.872,,,,0.991,0.021,0.03,,,,0.051,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.003,,,,,0.003,0.143,0.902,0,0,0,1.045
2024,IA,8319.0,Heartland Power Coop,MISO,58,24.59,2.3,0.185,AC,4.48,8.95,,,,13.43,1.1,,,,,1.1,0.11,,,,,0.11,0.46,1.6,,,,2.06,,,,,,0,,,,,,0,,8,,,,8,,,,,,0,,,,,,0,,,,,,0,6.04,18.55,0,0,0,24.59
2024,IA,9417.0,Interstate Power and Light Co,MISO,60,7.239,0,1.678,AC,0.016,1.748,0.401,,,2.165,,1.022,,,,1.022,,,,,,0,,1.014,,,,1.014,,1.49,,,,1.49,,,,,,0,,0.442,,,,0.442,,,,,,0,,,,,,0,,0.45,0.656,,,1.106,0.016,6.166,1.057,0,0,7.239
2024,IA,9425.0,Iowa Lakes Electric Coop,SWPP,30,0.94,,0.94,AC,0.194,0.457,,,,0.651,,,,,,0,,,,,,0,0.02,0.269,,,,0.289,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.214,0.726,0,0,0,0.94
2024,IA,11788.0,Consumers Energy Coop - (IA),MISO,57,0.965,,,AC,0.815,,0.05,,,0.865,,,,,,0,,,,,,0,,,0.1,,,0.1,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.815,0,0.15,0,0,0.965
2024,IA,12341.0,MidAmerican Energy Co,MISO,20,2.398,0.9,0.088,AC,,0.498,,,,0.498,,,,,,0,,,,,,0,0.01,0.108,,,,0.118,,,,,0.882,0.882,,,,,,0,,0.9,,,,0.9,,,,,,0,,,,,,0,,,,,,0,0.01,1.506,0,0,0.882,2.398
2024,IA,12450.0,Midland Power Coop,MISO,85,1.851,,0.15,AC,1.785,,,,,1.785,,,,,,0,,,,,,0,0.066,,,,,0.066,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,1.851,0,0,0,0,1.851
2024,IA,12642.0,Maquoketa Valley Rrl Elec Coop,MISO,239,3.853,0,0,AC,0.989,2.749,,,,3.738,,,,,,0,,,,,,0,0.002,0.113,,,,0.115,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.991,2.862,0,0,0,3.853
2024,IA,15291.0,Prairie Energy Coop,SWPP,26,0.661,,,AC,0.142,,0.519,,,0.661,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.142,0,0.519,0,0,0.661
2024,IA,16611.0,Access Energy Coop,AECI,101,1.457,,0.1,AC,1.144,0.247,,,,1.391,,,,,,0,,,,,,0,0.066,,,,,0.066,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,1.21,0.247,0,0,0,1.457
2024,IA,17260.0,North West Rural Electric Coop,SWPP,100,16.907,16.907,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,16.907,,,,16.907,,,,,,0,,,,,,0,,,,,,0,0,16.907,0,0,0,16.907
2024,IA,19157.0,MiEnergy Cooperative,MISO,151,14.462,,0.275,AC,0.033,0.193,0.664,,,0.89,0.008,,,,,0.008,0.01,,,,,0.01,,,,,,0,,,,,,0,,,,,,0,,13.564,,,,13.564,,,,,,0,,,,,,0,,,,,,0,0.041,13.757,0.664,0,0,14.462
2024,IA,99999.0,State Adjustment,AECI,,0.205,,,,0.117,0.088,,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,0.088,,,,0.205
2024,IA,99999.0,State Adjustment,MISO,,4.464,,,,0.938,1.463,,,2.063,4.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938,1.463,,,2.063,4.464
2024,IA,99999.0,State Adjustment,SWPP,,2.086,,,,0.058,0.017,,,2.011,2.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.017,,,2.011,2.086
2024,ID,9191.0,Idaho Power Co,IPCO,31,11.065,,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,10.565,10.565,,,,,,0,,,,,0.5,0.5,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,11.065,11.065
2024,ID,14354.0,PacifiCorp,PACE,2,0.8,,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,0.8,0.8,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.8,0.8
2024,IL,4110.0,Commonwealth Edison Co,PJM,175,18.884,0.137,,AC,0.174,4.948,1.732,,,6.854,1.001,7.367,0.98,,,9.348,,,,,,0,0.007,,0.75,,,0.757,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0.375,1.55,,,1.925,1.182,12.69,5.012,0,0,18.884
2024,IL,9750.0,"Jo-Carroll Energy, Inc",MISO,15,7.8,2.4,,AC,,,5.4,,,5.4,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,2.4,,,2.4,,,,,,0,,,,,,0,,,,,,0,0,0,7.8,0,0,7.8
2024,IL,12341.0,MidAmerican Energy Co,MISO,4,0.316,0,0,AC,0.001,0.009,,,,0.01,,,,,,0,,,,,,0,,0.011,,,,0.011,,,,,,0,,,,,,0,,,0.295,,,0.295,,,,,,0,,,,,,0,,,,,,0,0.001,0.02,0.295,0,0,0.316
2024,IL,12395.0,Menard Electric Coop,MISO,1,0.1,0.1,0.1,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0.1,,,,0.1,,,,,,0,,,,,,0,,,,,,0,0,0.1,0,0,0,0.1
2024,IL,13032.0,Mt Carmel Public Utility Co,MISO,1,0.049,,,AC,,0.049,,,,0.049,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.049,0,0,0,0.049
2024,IL,16196.0,Rock Energy Cooperative,MISO,1,0.45,,,AC,,0.45,,,,0.45,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.45,0,0,0,0.45
2024,IL,17040.0,"Shelby Electric Coop, Inc - (IL)",MISO,1,0.5,,,AC,,,,,0.5,0.5,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.5,0.5
2024,IL,17697.0,Southwestern Electric Coop Inc - (IL),MISO,510,10.617,,,DC,5.959,4.075,,,,10.034,0.571,,,,,0.571,1.151,,,,,1.151,0.012,,,,,0.012,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,6.542,4.075,0,0,0,10.617
2024,IL,17828.0,City of Springfield - (IL),MISO,1,0.25,0,0.25,DC,,,,,0.25,0.25,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.25,0.25
2024,IL,17860.0,City of St Charles - (IL),PJM,4,0.515,0,0,AC,0.009,0.006,0,0,0.5,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0.009,0.006,0,0,0.5,0.515
2024,IL,18955.0,"Tri-County Electric Coop, Inc (IL)",MISO,144,2.591,,,AC,1.548,0.302,,,0.325,2.175,0.416,,,,,0.416,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,1.964,0.302,0,0,0.325,2.591
2024,IL,56697.0,Ameren Illinois Company,MISO,82,8.46,,,DC,0.06,5.846,0.238,,,6.144,,,,,,0,,,,,,0,0.012,2.265,0,,,2.277,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.039,0,,,0.039,0.072,8.15,0.238,0,0,8.46
2024,IL,99999.0,State Adjustment,MISO,,-2.24,,,,-0.859,-1.709,-0.042,,0.369,-2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.859,-1.709,-0.042,,0.369,-2.24
2024,IN,636.0,City of Anderson - (IN),PJM,12,0.122,,,AC,0.122,,,,,0.122,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.122,0,0,0,0,0.122
2024,IN,8179.0,Harrison County Rural E M C,MISO,7,6.2,6.2,1,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,6.2,,,,6.2,,,,,,0,,,,,,0,,,,,,0,0,6.2,0,0,0,6.2
2024,IN,9273.0,AES Indiana,MISO,738,9.84,,1,AC,3.636,6.203,,,,9.839,,,,,,0,,,,,,0,,0.001,,,,0.001,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,3.636,6.204,0,0,0,9.84
2024,IN,9324.0,Indiana Michigan Power Co,PJM,7,1.189,,,AC,0.012,0.305,0.01,0,0,0.327,0.012,0,0,0,0,0.012,0.012,0,0,0,0,0.012,0,0.85,0,0,0,0.85,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.024,1.155,0.01,0,0,1.189
2024,IN,9665.0,Jasper County Rural E M C,MISO,1,0.8,,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,0.8,,,0.8,,,,,,0,,,,,,0,,,,,,0,0,0,0.8,0,0,0.8
2024,IN,15470.0,"Duke Energy Indiana, LLC",MISO,12,0.236,0,0.153,AC,0.083,0.137,,,,0.22,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0.016,,,,0.016,,,,,,0,,,,,,0,0.083,0.153,0,0,0,0.236
2024,IN,15989.0,City of Richmond - (IN),PJM,7,0.18,,,AC,0.045,0.135,,,,0.18,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.045,0.135,0,0,0,0.18
2024,IN,17599.0,Southeastern Indiana R E M C,MISO,560,12.32,,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,12.32,,,,,12.32,,,,,,0,,,,,,0,,,,,,0,12.32,0,0,0,0,12.32
2024,IN,17633.0,Southern Indiana Gas & Elec Co,MISO,362,5.566,,,AC,3.023,2.531,,,,5.554,,,,,,0,,,,,,0,0.012,0,,,,0.012,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,3.035,2.531,0,0,0,5.566
2024,IN,18940.0,Tipmont Rural Elec Member Corp,MISO,1,0.07,,,AC,0.07,,,,,0.07,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.07,0,0,0,0,0.07
2024,IN,20603.0,Northeastern Rural E M C,PJM,70,2.59,1.5,0.05,AC,0.63,0.38,,,0.05,1.06,,,,,,0,,,,,,0,0.03,,,,,0.03,,,,,,0,,,,,,0,,,1.5,,,1.5,,,,,,0,,,,,,0,,,,,,0,0.66,0.38,1.5,0,0.05,2.59
2024,IN,27599.0,Carroll-White REMC,MISO,29,1.061,,,AC,0.561,,,,,0.561,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0.5,,,,0.5,,,,,,0,,,,,,0,,,,,,0,0.561,0.5,0,0,0,1.061
2024,IN,59505.0,Heartland REMC,PJM,75,7.136,,,AC,0.724,,,,,0.724,,,,,,0,,,,,,0,0.012,,,,,0.012,,,,,,0,,,,,,0,,,,,,0,,,6.4,,,6.4,,,,,,0,,,,,,0,0.736,0,6.4,0,0,7.136
2024,IN,99999.0,State Adjustment,MISO,,0.437,,,,0.301,0.136,,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301,0.136,,,,0.437
