data_year,utility_number,utility_name,short_form,state,ba_code,number_of_customers_enrolled_residential,number_of_customers_enrolled_commercial,number_of_customers_enrolled_industrial,number_of_customers_enrolled_transportation,number_of_customers_enrolled_total,types_of_program_time_of_use_pricing_residential,types_of_program_time_of_use_pricing_commercial,types_of_program_time_of_use_pricing_industrial,types_of_program_time_of_use_pricing_transportation,types_of_program_real_time_pricing_residential,types_of_program_real_time_pricing_commercial,types_of_program_real_time_pricing_industrial,types_of_program_real_time_pricing_transportation,types_of_program_variable_peak_pricing_residential,types_of_program_variable_peak_pricing_commercial,types_of_program_variable_peak_pricing_industrial,types_of_program_variable_peak_pricing_transportation,types_of_program_critical_peak_pricing_residential,types_of_program_critical_peak_pricing_commercial,types_of_program_critical_peak_pricing_industrial,types_of_program_critical_peak_pricing_transportation,types_of_program_critical_peak_rebate_residential,types_of_program_critical_peak_rebate_commercial,types_of_program_critical_peak_rebate_industrial,types_of_program_critical_peak_rebate_transportation
2024,13227,Natchez Trace Elec Power Assn,,MS,TVA,0,1,0,0,1,,Y,,,,,,,,,,,,,,,,,,
2024,13318,"Navopache Electric Coop, Inc",,AZ,TEPC,6400,133,,,6533,Y,Y,,,,,,,,,,,,,,,,,,
2024,13337,Nebraska Public Power District,,NE,SWPP,267,25,17,0,309,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,CA,CISO,0,5054,78,0,5132,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,CT,ISNE,0,2979,168,0,3147,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,DC,PJM,0,942,0,0,942,,,,,,Y,,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,DE,PJM,0,2168,8,0,2176,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,IL,PJM,4,26941,233,0,27178,,Y,,,Y,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,MA,ISNE,0,14366,73,0,14439,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,MD,PJM,0,15540,340,0,15880,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,ME,ISNE,0,1456,22,0,1478,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,MI,MISO,0,1969,175,0,2144,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,NH,ISNE,0,4539,25,0,4564,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,NJ,PJM,1977,20619,58,0,22654,,,,,Y,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,NY,NYIS,0,21850,691,0,22541,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,OH,PJM,4,14467,356,0,14827,,,,,Y,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,OR,PGE,0,41,13,0,54,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,PA,PJM,113,31093,263,0,31469,,,,,Y,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,RI,ISNE,0,3882,26,0,3908,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,TX,ERCO,0,10663,126,0,10789,,,,,,Y,Y,,,,,,,,,,,,,
2024,13374,"Constellation NewEnergy, Inc",,VA,PJM,0,4,0,0,4,,,,,,Y,,,,,,,,,,,,,,
2024,13407,Nevada Power Co,,NV,NEVP,12351,3520,1554,,17425,Y,Y,Y,,,,,,,,,,Y,,,,,,,
2024,13412,City of New Albany - (MS),,MS,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2024,13437,City of Newbern,,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2024,13438,Village of New Glarus - (WI),,WI,MISO,0,2,0,0,2,,Y,,,,,,,,,,,,,,,,,,
2024,13441,New Hampshire Elec Coop Inc,,NH,ISNE,176,219,0,0,395,Y,Y,,,,,,,,,,,,,,,,,,
2024,13448,City of New Holstein - (WI),,WI,MISO,23,30,0,0,53,Y,Y,,,,,,,,,,,,,,,,,,
2024,13467,New London Electric&Water Util,,WI,MISO,2,41,5,0,48,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,13480,New Prague Utilities Comm,Y,MN,MISO,14,1,,,15,,,,,,,,,,,,,,,,,,,,
2024,13481,City of New Richmond,,WI,MISO,32,20,0,0,52,Y,Y,,,,,,,,,,,,,,,,,,
2024,13511,New York State Elec & Gas Corp,,NY,NYIS,125827,4363,402,,130592,Y,Y,Y,,,Y,Y,,,Y,Y,,,,,,,,,
2024,13550,City of Newport - (TN),,TN,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2024,13561,City of Newton - (NC),Y,NC,DUK,,5,5,,10,,,,,,,,,,,,,,,,,,,,
2024,13573,Niagara Mohawk Power Corp.,,NY,NYIS,,421,38,,459,,,,,,Y,Y,,,,,,,,,,,,,
2024,13640,Northern Virginia Elec Coop,,VA,PJM,,24,,,24,,,,,,Y,,,,,,,,,,,,,,
2024,13647,Noble County R E M C,,IN,PJM,15,1,,,16,Y,Y,,,,,,,,,,,,,,,,,,
2024,13669,North Alabama Electric Coop,,AL,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2024,13676,"North Arkansas Elec Coop, Inc",,AR,MISO,,27,,,27,,,,,,,,,,Y,,,,,,,,,,
2024,13684,Nobles Cooperative Electric,Y,MN,MISO,2,,,,2,,,,,,,,,,,,,,,,,,,,
2024,13685,"Niobrara Electric Assn, Inc",Y,NE,WACM,0,4,1,,5,,,,,,,,,,,,,,,,,,,,
2024,13685,"Niobrara Electric Assn, Inc",Y,WY,WACM,15,1,0,,16,,,,,,,,,,,,,,,,,,,,
2024,13693,"North Central Elec Coop, Inc - (OH)",,OH,PJM,8433,1270,42,,9745,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2024,13697,North Central Power Co Inc,,WI,MISO,82,5,5,0,92,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2024,13698,North Central Public Pwr Dist,Y,NE,SWPP,,1,,,1,,,,,,,,,,,,,,,,,,,,
2024,13716,North Georgia Elec Member Corp,,GA,TVA,0,56,28,0,84,,Y,Y,,,Y,,,,,,,,,,,,,,
2024,13718,City of North Little Rock - (AR),,AR,MISO,0,32,3,1,36,,Y,Y,Y,,,,,,,,,,,,,,,,
2024,13730,City of North St Paul - (MN),Y,MN,MISO,,1,,,1,,,,,,,,,,,,,,,,,,,,
2024,13735,Northcentral Mississippi E P A,,MS,TVA,8,3,5,0,16,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,13739,Northeast Power,,NE,SWPP,29,,769,,798,Y,,Y,,,,,,,,,,,,Y,,,,,
2024,13762,"Northern Neck Elec Coop, Inc",,VA,PJM,4134,134,,,4268,Y,Y,,,,,,,,,,,,,,,,,,
2024,13777,Northern Rio Arriba E Coop Inc,Y,NM,PNM,398,39,3,,440,,,,,,,,,,,,,,,,,,,,
2024,13780,Northern States Power Co,,MI,MISO,148,29,2,,179,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,13780,Northern States Power Co,,WI,MISO,6543,9468,116,,16127,Y,Y,Y,,,Y,Y,,,Y,Y,,,,,,,,,
2024,13781,Northern States Power Co - Minnesota,,MN,MISO,16042,16224,,1,32267,Y,Y,Y,Y,,Y,Y,,,,,,,,,,,,,
2024,13781,Northern States Power Co - Minnesota,,ND,MISO,43,815,20,,878,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,
2024,13781,Northern States Power Co - Minnesota,,SD,MISO,27,657,10,,694,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,13805,Northwest Rural Pub Pwr Dist,Y,NE,WACM,1462,,,,1462,,,,,,,,,,,,,,,,,,,,
2024,13815,Northwestern Wisconsin Elec Co,,WI,MISO,610,51,27,,688,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,13933,City of Oak Ridge,,TN,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2024,13936,Oakdale Electric Coop,,WI,MISO,0,142,55,0,197,,Y,Y,,,,,,,,,,,Y,,,,,,
2024,13963,Oconomowoc Utilities,,WI,MISO,91,214,4,0,309,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,13965,Oconto Falls Water & Light Comm,,WI,MISO,7,11,0,0,18,Y,Y,,,,,,,,,,,,,,,,,,
2024,13998,Ohio Edison Co,,OH,PJM,75,0,0,0,75,Y,,,,,,,,,,,,,,,,,,,
2024,14006,Ohio Power Co,,OH,PJM,204,274,8,,486,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,14062,Oklahoma Electric Coop Inc,,OK,SWPP,35585,4300,82,,39967,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,14063,Oklahoma Gas & Electric Co,,AR,SWPP,6508,542,56,0,7106,Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,,,,,,
2024,14063,Oklahoma Gas & Electric Co,,OK,SWPP,87484,11104,1213,0,99801,Y,Y,Y,,,Y,Y,,Y,Y,Y,,,,,,,,,
2024,14078,City of Okolona,,MS,TVA,0,152,0,0,152,,Y,,,,,,,,,,,,,,,,,,
2024,14127,Omaha Public Power District,,NE,SWPP,0,107,6,0,113,,Y,Y,,,,Y,,,,,,,,,,,,,
2024,14146,City of Opelika - (AL),,AL,SOCO,0,1,1,,2,,Y,Y,,,,,,,,,,,,,,,,,
2024,14160,Orange County Rural E M C,Y,IN,MISO,419,,,,419,,,,,,,,,,,,,,,,,,,,
2024,14164,City of Orangeburg - (SC),,SC,SCEG,,,15,,15,,,Y,,,,,,,,,,,,,,,,,
2024,14170,Orcas Power & Light Coop,,WA,BPAT,47,,,,47,Y,,,,,,,,,,,,,,,,,,,
2024,14175,"Tri-County Electric Coop, Inc (SC)",,SC,SC,,,266,,266,,,Y,,,,,,,,,,,,,,,,,
2024,14232,Otter Tail Power Co,,MN,MISO,17383,1842,11,0,19236,Y,Y,Y,Y,,,,,,,,,Y,Y,Y,Y,,,,
2024,14232,Otter Tail Power Co,,ND,MISO,15301,2222,0,0,17523,Y,Y,Y,Y,,,,,,,,,Y,Y,Y,Y,,,,
2024,14232,Otter Tail Power Co,,SD,MISO,3464,363,0,0,3827,Y,Y,Y,Y,,,,,,,,,Y,Y,Y,Y,,,,
2024,14246,City of Owatonna - (MN),,MN,MISO,258,47,56,,361,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,14251,Owen Electric Coop Inc,,KY,PJM,17,166,,,183,Y,Y,,,,,,,,,,,,,,,,,,
2024,14267,"Otsego Electric Coop, Inc",Y,NY,NYIS,6,1,,,7,,,,,,,,,,,,,,,,,,,,
2024,14275,City of Oxford - (MS),,MS,TVA,0,1,0,0,1,,Y,,,,,,,,,,,,,,,,,,
2024,14289,Ozarks Electric Coop Corp - (AR),,AR,SWPP,,12,3,,15,,,,,,,,,,,,,,Y,Y,,,,,
2024,14328,Pacific Gas & Electric Co.,,CA,CISO,171636,605633,95679,0,872948,Y,Y,Y,,,,,,,,,,Y,Y,Y,,,,,
2024,14354,PacifiCorp,,CA,PACW,5,10,8,,23,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,14354,PacifiCorp,,ID,PACE,9728,9,10,,9747,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,14354,PacifiCorp,,OR,PACW,2172,225,134,,2531,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,14354,PacifiCorp,,UT,PACE,2321,1071,520,1,3913,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2024,14354,PacifiCorp,,WA,PACW,65,31,15,,111,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,14354,PacifiCorp,,WY,PACE,36,31,75,,142,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,14398,Palmetto Electric Coop Inc,,SC,SC,1,213,5,0,219,Y,Y,,,,,,,,,,,,Y,Y,,,,,
2024,14401,City of Palo Alto - (CA),,CA,CISO,,1,,,1,,Y,,,,,,,,,,,,,,,,,,
2024,14455,City of Paris - (TN),,TN,TVA,0,11,4,0,15,,Y,Y,,,,,,,,,,,,,,,,,
2024,14468,People's Cooperative Services,,MN,MISO,352,3,0,0,355,Y,Y,,,,,,,,,,,,,,,,,,
2024,14471,Parke County Rural E M C,Y,IN,MISO,14,1,,,15,,,,,,,,,,,,,,,,,,,,
2024,14534,City of Pasadena - (CA),,CA,CISO,49,133,,,182,Y,Y,,,,,,,,,,,,,,,,,,
2024,14563,Pearl River Valley El Pwr Assn,,MS,MISO,,,1,,1,,,Y,,,,,,,,,,,,,,,,,
2024,14602,Pea River Electric Coop,,AL,SOCO,,18,,,18,,Y,,,,,,,,,,,,,,,,,,
2024,14605,City of Peabody - (MA),,MA,ISNE,,6,6,,12,,Y,Y,,,,,,,,,,,,,,,,,
2024,14606,"Peace River Electric Coop, Inc",,FL,SEC,46,57,,,103,Y,Y,,,,,,,,,,,,,,,,,,
2024,14610,Orlando Utilities Comm,,FL,FMPP,403,392,,,795,Y,Y,,,,,,,,,,,,,,,,,,
2024,14626,"Pedernales Electric Coop, Inc",,TX,ERCO,431,3041,189,,3661,Y,Y,Y,,,,Y,,,,,,,,,,,,,
2024,14715,PPL Electric Utilities Corp,,PA,PJM,902,296,40,0,1238,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,
2024,14717,Pee Dee Electric Member Corp,,NC,CPLE,2,,,,2,Y,,,,,,,,,,,,,,,,,,,
2024,14724,Pennyrile Rural Electric Coop,,KY,TVA,0,2,15,0,17,,Y,Y,,,,,,,,,,,,,,,,,
2024,14840,City of Peru - (IL),,IL,MISO,,1,,,1,,Y,,,,,,,,,,,,,,,,,,
2024,14864,Petit Jean Electric Coop Corp,,AR,MISO,,,1,,1,,,Y,,,,,,,,,,,,,,,,,
2024,14940,PECO Energy Co,,PA,PJM,2911,1041,286,0,4238,Y,Y,,,,Y,Y,,,,,,,,,,,,,
2024,15023,Piedmont Electric Member Corp,,NC,DUK,2038,350,1,,2389,Y,Y,,,,,,,,,,,,,Y,,,,,
2024,15086,Pioneer Power and Light Co,,WI,MISO,7,,1,,8,Y,,Y,,,,,,,,,,,,,,,,,
2024,15141,Plateau Electric Cooperative,,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2024,15159,City of Plymouth - (WI),,WI,MISO,25,49,8,0,82,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,15211,Pontotoc Electric Power Assn,,MS,TVA,0,2,1,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2024,15248,Portland General Electric Co,,OR,PGE,23921,260,,,24181,Y,Y,,,,,,,,,,,,,,,,,,
2024,15263,The Potomac Edison Company,,MD,PJM,1511,56,51,0,1618,Y,,,,,Y,Y,,,,,,,,,,,,,
2024,15270,Potomac Electric Power Co,,MD,PJM,395081,,,,395081,,,,,,,,,,,,,,,,,Y,,,
2024,15293,Powell Valley Electric Coop,,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2024,15297,City of Plummer - (ID),Y,ID,AVA,863,139,4,,1006,,,,,,,,,,,,,,,,,,,,
2024,15312,Village of Prairie Du Sac - (WI),,WI,MISO,17,14,1,0,32,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,15340,Presque Isle Elec & Gas Coop,,MI,MISO,,7,4,,11,,Y,Y,,,,,,,,,,,,,,,,,
2024,15444,Provo City Corp,,UT,PACE,23,1,0,0,24,Y,Y,,,,,,,,,,,,,,,,,,
2024,15466,Public Service Co of Colorado,,CO,PSCO,1092786,59731,286,1,1152804,Y,Y,Y,Y,,,,,,,,,,,Y,,,,,
2024,15470,"Duke Energy Indiana, LLC",,IN,MISO,0,242,34,0,276,,Y,Y,,,Y,Y,,,,,,,,,,,,,
2024,15472,Public Service Co of NH,,NH,ISNE,85,71,69,,225,Y,Y,Y,,,,Y,,,,,,,,,,,,,
2024,15473,Public Service Co of NM,,NM,PNM,2651,5070,45,,7766,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,15474,Public Service Co of Oklahoma,,OK,SWPP,501093,64687,5911,0,571691,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2024,15500,Puget Sound Energy Inc,,WA,PSEI,8700,1100,,,9800,Y,Y,,,,,,,,,,,,,,,,,,
2024,15507,City of Pulaski - (TN),,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2024,15671,Randolph Electric Member Corp,,NC,CPLE,79,41,1,,121,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,15748,Town of Reading - (MA),,MA,ISNE,827,84,,,911,Y,Y,,,,,,,,,,,,,,,,,,
2024,15804,Reedsburg Utility Comm,,WI,MISO,1,48,7,0,56,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,15938,Rice Lake Utilities,Y,WI,MISO,29,8,25,,62,,,,,,,,,,,,,,,,,,,,
2024,15978,City of Richland Center - (WI),,WI,MISO,1,31,4,0,36,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,15989,City of Richmond - (IN),,IN,PJM,,,86,,86,,,,,,,,,,,,,,,Y,,,,,
2024,16057,"Rio Grande Electric Coop, Inc",,NM,EPE,232,68,16,0,316,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,16057,"Rio Grande Electric Coop, Inc",,TX,ERCO,9298,4379,573,0,14250,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,16060,Riverland Energy Cooperative,,WI,MISO,397,162,,,559,Y,Y,,,,,,,,,,,,,,,,,,
2024,16082,City of River Falls,,WI,MISO,44,61,3,0,108,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,16088,City of Riverside - (CA),,CA,CISO,2034,,634,,2668,Y,,Y,,,,,,,,,,,,,,,,,
2024,16101,Roanoke Electric Member Corp,,NC,PJM,46,2,2,,50,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,16179,Rochelle Municipal Utilities,,IL,PJM,205,0,23,,228,Y,Y,Y,,,,,,,,,,,,Y,,,,,
2024,16181,Rochester Public Utilities,,MN,MISO,220,76,0,0,296,Y,Y,,,,,,,,,,,,,,,,,,
2024,16183,Rochester Gas & Electric Corp,,NY,NYIS,3453,759,177,,4389,Y,Y,Y,,,Y,Y,,,Y,Y,,,,,,,,,
2024,16223,City of Rockwood - (TN),,TN,TVA,0,0,5,0,5,,,Y,,,,Y,,,,,,,,,,,,,
2024,16267,Rolling Hills Electric Coop,Y,KS,SWPP,0,8,285,,293,,,,,,,,,,,,,,,,,,,,
2024,16295,City of Roseville - (CA),,CA,BANC,0,0,29,0,29,,,Y,,,,,,,,,,,,,,,,,
2024,16458,City of Russellville - (AL),,AL,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2024,16496,Rutherford Elec Member Corp,,NC,DUK,0,206,0,0,206,,Y,,,,,,,,,,,,,,,,,,
2024,16511,Sac-Osage Electric Coop Inc,Y,MO,AECI,,7,,,7,,,,,,,,,,,,,,,,,,,,
2024,16534,Sacramento Municipal Util Dist,,CA,BANC,576477,65943,167,1,642588,Y,Y,Y,Y,,,,,,,,,Y,,,,,,,
2024,16565,Salmon River Electric Coop Inc,,ID,IPCO,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2024,16572,Salt River Project,,AZ,SRP,360794,14189,,,374983,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,16603,"San Luis Valley R E C, Inc",,CO,WACM,1315,,2500,,3815,Y,,Y,,,,,,,,,,,,,,,,,
2024,16604,City of San Antonio - (TX),,TX,ERCO,,71,,,71,,Y,,,,,,,,,,,,,,,,,,
2024,16609,San Diego Gas & Electric Co,,CA,CISO,8125,17752,64,0,25941,Y,Y,Y,,,,,,Y,Y,,,Y,Y,Y,,,,,
2024,16616,"San Isabel Electric Assn, Inc",,CO,WACM,1123,583,10,,1716,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,16629,Sand Mountain Electric Coop,,AL,TVA,0,1,0,0,1,,Y,,,,,,,,,,,,,,,,,,
2024,16637,City of Sandersville - (GA),,GA,SOCO,,1,,,1,,,,,,Y,,,,,,,,,,,,,,
2024,16649,Sangre De Cristo Elec Assn Inc,Y,CO,WACM,204,22,,,226,,,,,,,,,,,,,,,,,,,,
2024,16674,Satilla Rural Elec Member Corporation,,GA,SOCO,,1001,37,,1038,,Y,,,,,,,,,,,,,Y,,,,,
2024,16679,City of Sauk Centre - (MN),Y,MN,MISO,36,3,8,,47,,,,,,,,,,,,,,,,,,,,
2024,16680,Village of Sauk City - (WI),Y,WI,MISO,42,,6,,48,,,,,,,,,,,,,,,,,,,,
2024,16829,City of Scottsboro - (AL),,AL,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2024,16854,"Heartland Rural Elec Coop, Inc",Y,KS,SWPP,291,,,,291,,,,,,,,,,,,,,,,,,,,
2024,16865,Sawnee Electric Membership Corporation,,GA,SOCO,755,488,0,0,1243,Y,Y,,,,,,,,,,,Y,Y,,,,,,
2024,16868,City of Seattle - (WA),,WA,SCL,159,156,16,3,334,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2024,16920,Sedgwick County El Coop Assn Inc,Y,KS,SWPP,,,5,,5,,,,,,,,,,,,,,,,,,,,
2024,16930,Sequachee Valley Electric Coop,,TN,TVA,0,4,1,0,5,,Y,Y,,,,,,,,,,,,,,,,,
2024,16949,Sevier County Electric System,,TN,TVA,0,6,3,0,9,,Y,Y,,,,,,,,,,,,,,,,,
2024,16971,Shakopee Public Utilities Comm,,MN,MISO,39,,2,,41,Y,,Y,,,,,,,,,,,,,,,,,
2024,17011,Shawano Municipal Utilities,,WI,MISO,15,38,165,,218,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,17033,Sheffield Utilities,,AL,TVA,0,0,7,0,7,,,Y,,,,,,,,,,,,,,,,,
2024,17037,City of Shelby - (NC),Y,NC,DUK,,2,,,2,,,,,,,,,,,,,,,,,,,,
2024,17047,City of Shelbyville - (TN),,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2024,17066,Shenandoah Valley Elec Coop,,VA,PJM,0,11,5,0,16,,,,,,,,,,,,,,Y,Y,,,,,
2024,17130,City of Shullsburg - (WI),Y,WI,MISO,,,2,,2,,,,,,,,,,,,,,,,,,,,
2024,17166,Sierra Pacific Power Co,,NV,NEVP,3986,2582,102,0,6670,Y,Y,Y,Y,,,,,,,,,Y,,,,,,,
2024,17252,Singing River Elec Cooperative,,MS,MISO,,50,15,,65,,Y,Y,,,,,,,,,,,,,,,,,
2024,17267,Sioux Valley SW Elec Coop,,MN,SWPP,75,1,,,76,Y,Y,,,,,,,,,,,,,,,,,,
2024,17267,Sioux Valley SW Elec Coop,,SD,SWPP,608,6,,,614,Y,Y,,,,,,,,,,,Y,,,,,,,
2024,17324,Slinger Utilities,,WI,MISO,5,5,0,0,10,Y,Y,,,,,,,,,,,,,,,,,,
2024,17452,City of Smithville - (TN),,TN,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2024,17470,PUD No 1 of Snohomish County,,WA,BPAT,0,22,2,0,24,,Y,Y,,,,,,,,,,,,,,,,,
2024,17492,"Socorro Electric Coop, Inc",Y,NM,PNM,1555,24,,,1579,,,,,,,,,,,,,,,,,,,,
2024,17539,"Dominion Energy South Carolina, Inc",,SC,SCEG,4513,1684,20,,6217,Y,Y,Y,,,,Y,,,,,,,,,,,,,
2024,17543,South Carolina Public Service Authority,,SC,SC,65,23,19,0,107,Y,Y,Y,,,,Y,,,,,,,,Y,,,,Y,
2024,17548,South Central Public Pwr Dist,,NE,SWPP,,11,2,,13,,Y,Y,,,,,,,,,,,,,,,,,
2024,17572,South River Elec Member Corp,,NC,CPLE,82,214,,,296,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,17577,City of South Sioux City,,NE,SWPP,,1,,,1,,Y,,,,,,,,,,,,,,,,,,
2024,17592,Southeast Colorado Power Assn,,CO,WACM,31,,,,31,Y,,,,,,,,,,,,,,,,,,,
2024,17599,Southeastern Indiana R E M C,,IN,MISO,42,,,,42,Y,,,,,,,,,,,,Y,,,,,,,
2024,17603,Southeastern Electric Coop Inc - (OK),,OK,SWPP,,,5,,5,,,Y,,,,Y,,,,Y,,,,Y,,,,Y,
2024,17609,Southern California Edison Co,,CA,CISO,2654452,623975,23055,,3301482,Y,Y,Y,,,Y,Y,,,,,,Y,Y,Y,,,,,
2024,17612,Bear Valley Electric Service,,CA,CISO,11,6,7,,24,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,17637,Southern Maryland Elec Coop Inc,,MD,PJM,1360,46,0,0,1406,Y,Y,,,,,,,,,,,,,,,,,,
2024,17643,"Southern Iowa Elec Coop, Inc",Y,IA,AECI,4644,148,0,,4792,,,,,,,,,,,,,,,,,,,,
2024,17646,"Southern Pine Elec Coop, Inc",,AL,SOCO,,,2,,2,,,,,,,,,,,,,,,Y,,,,,
2024,17647,Southern Pine Electric Cooperative,,MS,MISO,5,9,4,,18,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,17668,City of Southport - (NC),Y,NC,CPLE,2962,570,0,0,3532,,,,,,,,,,,,,,,,,,,,
2024,17683,Southwest Mississippi E P A,,MS,MISO,,2,,,2,,Y,,,,,,,,,,,,,,,,,,
2024,17684,Southwest Louisiana E M C,,LA,MISO,,5,,,5,,Y,,,,,,,,,,,,,,,,,,
2024,17694,Southwest Tennessee E M C,,TN,TVA,0,20,1,0,21,,Y,Y,,,,,,,,,,,,,,,,,
2024,17698,Southwestern Electric Power Co,,AR,SWPP,108102,18913,603,,127618,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2024,17698,Southwestern Electric Power Co,,LA,SWPP,206897,1759,47,,208703,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2024,17698,Southwestern Electric Power Co,,TX,SWPP,156271,3281,164,0,159716,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2024,17718,Southwestern Public Service Co,,NM,SWPP,10,105,2,,117,Y,Y,Y,,,,,,,,,,,,,,,,,
2024,17718,Southwestern Public Service Co,,TX,SWPP,47,224,,,271,Y,Y,,,,,,,,,,,,,,,,,,
2024,17826,"Springer Electric Coop, Inc",,NM,PNM,39,18,,,57,Y,Y,,,,,,,,,,,,,,,,,,
2024,17828,City of Springfield - (IL),,IL,MISO,42,,,,42,Y,,,,,,,,,,,,,,,,,,,
2024,17829,City of Springfield - (TN),,TN,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2024,17868,St Croix Electric Coop,Y,WI,MISO,1974,14,,,1988,,,,,,,,,,,,,,,,,,,,
2024,17896,City of Shasta Lake - (CA),,CA,BANC,,,1,,1,,,,,,,Y,,,,,,,,,,,,,
2024,18006,City of Starkville,,MS,TVA,0,2,2,0,4,,Y,Y,,,,,,,,,,,,,,,,,
2024,18019,Stearns Cooperative Elec Assn,,MN,MISO,,,2,,2,,,Y,,,,,,,,,,,,,,,,,
2024,18022,City of Statesville - (NC),,NC,DUK,0,24,14,,38,,Y,Y,,,,,,,,,,,Y,Y,,,,,
2024,18047,Steele-Waseca Cooperative Electric,,MN,MISO,,4,16,,20,,Y,Y,,,,,,,,,,,,,,,,,
2024,18087,Town of Sterling - (MA),Y,MA,ISNE,81,0,0,0,81,,,,,,,,,,,,,,,,,,,,
2024,18102,"Steuben Rural Elec Coop, Inc",Y,NY,NYIS,47,,,,47,,,,,,,,,,,,,,,,,,,,
