data_year,utility_number,utility_name,state,utility_characteristics_ownership_type,utility_characteristics_nerc_region,also_operating_in_other_nerc_regions_tre,also_operating_in_other_nerc_regions_frcc,also_operating_in_other_nerc_regions_mro,also_operating_in_other_nerc_regions_npcc,also_operating_in_other_nerc_regions_rfc,also_operating_in_other_nerc_regions_serc,also_operating_in_other_nerc_regions_spp,also_operating_in_other_nerc_regions_wecc,operating_in_these_rtos_caiso,operating_in_these_rtos_ercot,operating_in_these_rtos_pjm,operating_in_these_rtos_nyiso,operating_in_these_rtos_spp,operating_in_these_rtos_miso,operating_in_these_rtos_isone,operating_in_these_rtos_other,other_activities_generation,other_activities_transmission,other_activities_buying_transmission,other_activities_distribution,other_activities_buying_distribution,other_activities_wholesale_marketing,other_activities_retail_marketing,other_activities_bundled,other_activities_alt_fuel_vehicle,other_activities_alt_fuel_vehicle_2
2024,6389,Energy Harbor Generation LLC,OH,Wholesale Power Marketer,RFC,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,
2024,6395,Flathead Electric Coop Inc,MT,Cooperative,WECC,,,,,,,N,Y,,,,,,,,Y,Y,,Y,Y,,,,,,
2024,6411,Flint Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,6422,City of Florence - (AL),AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6424,Florence Utility Comm,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2024,6427,City of Floresville,TX,Municipal,TRE,Y,,,,,,,,,,,,,,,,,,Y,,,,N,,,
2024,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2024,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,FRCC,,Y,,,,,,,,,,,,,,,N,Y,,,,,,,,
2024,6452,Florida Power & Light Co,FL,Investor Owned,"FRCC, SERC",,Y,,,,Y,,,,,Y,,,Y,,,Y,Y,Y,Y,,Y,,,Y,Y
2024,6455,"Duke Energy Florida, LLC",FL,Investor Owned,FRCC,,Y,,,,N,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2024,6457,Florida Public Utilities Co,FL,Investor Owned,FRCC,,Y,,,,Y,,,,,,,,,,,,N,Y,Y,,,,,,
2024,6458,Energy Harbor Corp.,TX,Retail Power Marketer,RFC,N,,,,Y,,,,,,Y,,,Y,,,,,,,,Y,Y,,,
2024,6491,Foley Board of Utilities,AL,Municipal,,,,,,,Y,,,,,,,,,,,,,,Y,,,,N,Y,Y
2024,6567,Florida Municipal Power Agency,FL,Municipal,SERC,,Y,,,,Y,,,,,,,,,,Y,Y,,Y,,,Y,,,,
2024,6582,City of Forest Grove,OR,Municipal,WECC,,,N,,,,,Y,,,,,,,,Y,,,Y,Y,,,,,Y,Y
2024,6604,City of Fort Collins - (CO),CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,Y,Y,Y
2024,6608,Fort Loudoun Electric Coop,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6610,City of Fort Morgan,CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2024,6612,Fort Payne Improvement Authority,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6616,Fort Pierce Utilities Authority,FL,Municipal,SERC,N,N,,,,Y,,,,,,,,,,Y,N,Y,,Y,,,,,Y,Y
2024,6638,City of Fountain,CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,Y,,,,Y,,
2024,6640,Four County Elec Member Corp,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,N,
2024,6641,4-County Electric Power Assn,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6707,City of Frankfort - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,N,Y,,,,,N,
2024,6708,City of Frankfort - (KY),KY,Municipal,SERC,,,,,N,Y,,,,,,,,,,Y,,N,,Y,,Y,,N,,
2024,6709,Easley Combined Utility System,SC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,Y,,,Y,,,,Y,,
2024,6716,PUD No 1 of Franklin County,WA,Political Subdivision,WECC,,,,,,,,,,,,,,,,,N,,Y,Y,Y,Y,Y,,,
2024,6717,Franklin Electric Coop - (AL),AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6718,City of Franklin - (KY),KY,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6775,Village of Freeport - (NY),NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,Y,,Y,Y,,,,,Y,Y
2024,6779,City of Fremont - (NE),NE,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,Y,N,,Y,,,,Y,Y,Y
2024,6782,Freeborn Mower Electric Cooperative,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,6784,French Broad Elec Member Corp,NC,Cooperative,SERC,,,,,,N,,,,,,,,,,Y,Y,Y,,Y,,,,,Y,Y
2024,6840,City of Fulton - (KY),KY,Municipal,SERC,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6894,City of Gaffney - (SC),SC,Municipal,SERC,,,,,,Y,,,,,,,,,,,Y,,Y,Y,,,,Y,,
2024,6909,Gainesville Regional Utilities,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,,N,,
2024,6923,City of Gallatin - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6941,City of Garden City,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,N,,,Y,,,,Y,,
2024,6957,"Garkane Energy Coop, Inc",UT,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,N,
2024,6958,City of Garland - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y
2024,7004,"Buckeye Power, Inc",OH,Cooperative,RFC,,,,,Y,,,,,,Y,N,,,,N,Y,,Y,,,Y,,,N,
2024,7024,Gascosage Electric Coop,MO,Cooperative,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,N,
2024,7027,City of Gastonia - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,7090,GreyStone Power Corporation,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,7096,City of Geneva- (IL),IL,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,Y,Y,,Y,,,Y,Y
2024,7129,City of Georgetown - (TX),TX,Municipal,,Y,,,,,,,,,Y,,,,,,,,N,Y,Y,,,Y,Y,N,N
2024,7140,Georgia Power Co,GA,Investor Owned,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,,,,,Y,Y
2024,7174,Gibson Electric Members Corp,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,7197,Georgia Transmission Corp,GA,Transmission,SERC,,,,,,Y,,,,,,,,,,Y,,Y,Y,,,,,,N,N
2024,7222,City of Gillette - (WY),WY,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,N,,Y,,,,,,
2024,7264,"Glades Electric Coop, Inc",FL,Cooperative,FRCC,,Y,,,,,,,,,,,,,,Y,N,Y,Y,Y,,N,N,,N,
2024,7265,City of Gladstone,MI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2024,7270,City of Glasgow - (KY),KY,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,7279,"NextEra Energy Services, LLC",TX,Retail Power Marketer,TRE,Y,,,,,,,,N,N,Y,Y,,Y,Y,,,,,,,,N,Y,,
2024,7292,Glencoe Light & Power Comm,MN,Municipal,MRO,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,,,,
2024,7294,City of Glendale - (CA),CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y
2024,7349,"Golden Spread Electric Cooperative, Inc",TX,Cooperative,SPP,Y,,,,,,Y,,,Y,,,Y,,,,Y,Y,Y,,Y,Y,,,,
2024,7353,Golden Valley Elec Assn Inc,AK,Cooperative,AK,,,,,,,,,,,,,,,N,Y,Y,Y,Y,Y,,,,,Y,Y
2024,7450,Grady Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,N,,,Y,,,
2024,7483,City of Grand Haven - (MI),MI,Municipal,RFC,,,,,Y,,,,,,N,,,Y,,,N,Y,,Y,,,,,Y,Y
2024,7490,Grand River Dam Authority,OK,State,SPP,,,Y,,,,N,,,,,,Y,,,,Y,Y,Y,Y,N,Y,,,Y,Y
2024,7548,PUD No 1 of Grays Harbor County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,Y,Y,,,
2024,7554,Green Mountain Energy Company,TX,Retail Power Marketer,TRE,N,,,,,,,,,Y,Y,Y,,,Y,,,,,,,N,Y,,,
2024,7558,Grayson Rural Electric Coop Corp,KY,Cooperative,ECAR,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,
2024,7559,"Grayson-Collin Elec Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,N,
2024,7561,"Greenbelt Electric Coop, Inc",TX,Cooperative,SPP,,,,,,,Y,,,,,,N,,,,,,,Y,,,,,,
2024,7563,Grand Valley Power,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2024,7570,Great River Energy,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,,,Y,,,Y,Y
2024,7601,Green Mountain Power Corp,VT,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y
2024,7625,City of Greeneville - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,7627,City of Greenfield - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,7634,City of Greenville - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,N,N,N,,N,,N,,
2024,7639,Greenville Utilities Comm,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,Y,,Y,,,,,Y,Y
2024,7646,Greenwood CPW,SC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,N,Y,,,,Y,,
2024,7651,Greenwood Utilities Comm,MS,Municipal,SERC,,,,,,Y,,,,,,,,Y,,,N,N,,Y,,,,Y,,
2024,7654,Greer Commission of Public Wks,SC,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,,Y,,,,Y,Y
2024,7679,City of Griffin - (GA),GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2024,7716,Groton Dept of Utilities - (CT),CT,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,N,,Y,,,,Y,Y,Y
2024,7751,Guadalupe Blanco River Authority,TX,State,TRE,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,,,
2024,7752,Guadalupe Valley Elec Coop Inc,TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,Y,Y,Y,N,,Y,,Y,Y
2024,7785,"Gulf Coast Electric Coop, Inc",FL,Cooperative,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2024,7827,Guntersville Electric Board,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,7887,Habersham Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,7891,Guernsey-Muskingum El Coop Inc,OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2024,7908,Hagerstown Light Department,MD,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,N,,,,,
2024,7977,City of Hamilton - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,Y,Y,Y,Y,,Y,,Y,Y,Y
2024,7979,Hamilton County Elec Coop Assn,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,N,
2024,8000,NineStar Connect,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,N,N,N
2024,8034,Hancock-Wood Electric Coop Inc,OH,Cooperative,RFC,,,,N,Y,,,,,,Y,,,,,,,,N,Y,,,,,Y,Y
2024,8055,City of Hannibal - (MO),MO,Municipal,SERC,,,,,N,Y,,,,,,,,Y,,,,N,Y,Y,,,,Y,,
2024,8147,City of Harriman - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,8179,Harrison County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,N
2024,8198,City of Harrisonburg - (VA),VA,Municipal,SERC,,,,,,Y,,,,,Y,,,,,,Y,N,,Y,,,,,,
2024,8210,Hart Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2024,8212,Hartford Electric,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2024,8226,City of Hartselle,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,8245,City of Hastings - (NE),NE,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,Y,N,Y,Y,,Y,,Y,N,N
2024,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,HI,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,Y,Y
2024,8319,Heartland Power Coop,IA,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2024,8333,Haywood Electric Member Corp,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,8447,Hendricks County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,8449,Henderson City Utility Comm,KY,Municipal,SERC,,,,,N,Y,,,,,,,,Y,,,N,Y,Y,Y,,Y,,,,
2024,8548,City of Hickman,KY,Municipal,SERC,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,
2024,8566,High Plains Power Inc,WY,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2024,8570,Highline Electric Assn,CO,Cooperative,WECC,,,Y,,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,8571,Town of High Point,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,8620,"HILCO Electric Cooperative, Inc.",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2024,8699,Inland Power & Light Company,WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,N,,Y,Y,,,,Y,Y
2024,8723,City of Holland,MI,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,Y,N,Y,Y,,,,,Y,Y
2024,8748,City of Holly Springs,MS,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,8761,Holmes-Wayne Electric Coop Inc,OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,
2024,8764,"Holston Electric Coop, Inc",TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,8773,"Holy Cross Electric Assn, Inc",CO,Cooperative,WECC,,,,,,,Y,N,,,,,,,,Y,Y,Y,Y,Y,,,,,Y,Y
2024,8774,City of Holyoke - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,,Y,,
2024,8786,Horry Electric Coop Inc,SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2024,8795,City of Homestead - (FL),FL,Municipal,FRCC,,Y,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,,N,
2024,8840,City of Hope - (AR),AR,Municipal,SPP,Y,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2024,8846,City of Hopkinsville,KY,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,8883,Houlton Water Company,ME,Municipal,NPCC,,,,Y,,,,,,,,,,,,N,,,,Y,,,,,,
2024,8884,Terrebonne Parish Consol Gov't,LA,Municipal,SPP,,,,,,,Y,,,,,,Y,Y,,,N,,Y,Y,,,,Y,,
2024,8898,Houston County Elec Coop Inc,TX,Cooperative,TRE,Y,,N,,,,Y,,,Y,,,Y,N,,,,Y,,Y,,,Y,,,
2024,8901,CenterPoint Energy,TX,Investor Owned,TRE,Y,,,,,,,,,Y,,,,,,,,Y,Y,Y,,,,,Y,Y
2024,8934,"Howell-Oregon Elec Coop, Inc",MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2024,8973,Town of Hudson - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,,Y,Y,,Y,Y,,,
2024,9023,City of Humboldt,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,9087,Town of Huntersville - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2024,9094,City of Huntsville - (AL),AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,9096,City of Lafayette - (LA),LA,Municipal,SPP,,,,,,,Y,,,,,,N,Y,,,Y,N,Y,Y,Y,Y,,,,
2024,9124,Hustisford Utilities,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2024,9130,Hutchinson Utilities Comm,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,Y,Y,,Y,Y,Y,,
2024,9187,City of Idaho Falls - (ID),ID,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,Y,,,Y,Y
2024,9191,Idaho Power Co,ID,Investor Owned,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2024,9216,Imperial Irrigation District,CA,Political Subdivision,WECC,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,,,,,Y,Y
2024,9230,City of Independence - (IA),IA,Municipal,MISO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,,,
2024,9231,City of Independence - (MO),MO,Municipal,SPP,,,Y,,,,N,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,Y,Y
2024,9234,Indiana Municipal Power Agency,IN,Political Subdivision,RFC,,,,N,Y,,,,,,Y,,,Y,,,Y,Y,Y,,,Y,,,Y,Y
2024,9246,"Indian Electric Coop, Inc",OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,Y,Y
2024,9267,"Hoosier Energy R E C, Inc",IN,Cooperative,RFC,,,,,Y,Y,,,,,Y,,,Y,,,Y,Y,Y,,,Y,,,Y,Y
2024,9269,Indiana-Kentucky Electric Corp,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,N,Y,,,,,,,,,
2024,9273,AES Indiana,IN,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,,Y,Y
2024,9286,Illinois Municipal Elec Agency,IL,Municipal Mktg Authority,SERC,,,,,N,Y,,,,,Y,,,Y,,,Y,,Y,,Y,Y,,,Y,Y
2024,9292,Inter County Energy Coop Corp - (KY),KY,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2024,9324,Indiana Michigan Power Co,IN,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,Y,Y,Y,Y,,Y,,,Y,Y
2024,9331,Intercounty Electric Coop Assn - (MO),MO,Cooperative,SERC,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,Y,Y
2024,9336,CORE Electric Cooperative,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,N,,,,
2024,9417,Interstate Power and Light Co,IA,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,,Y,Y,Y,Y,N,N,Y,Y
2024,9425,Iowa Lakes Electric Coop,IA,Cooperative,MRO,,,N,,,,Y,,,,,,Y,,,N,Y,,,Y,,,,,N,N
2024,9475,Itasca-Mantrap Co-op Electrical Assn,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,9575,Jackson Energy Coop Corp - (KY),KY,Cooperative,SERC,,,,,N,Y,,,,,Y,,,,,,,,,Y,,,,,N,N
2024,9576,Jackson County Rural E M C - (IN),IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,
2024,9590,"Jackson Electric Coop, Inc - (TX)",TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,,,Y,,,,,N,
2024,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,9605,Jackson Purchase Energy Corporation,KY,Cooperative,SERC,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,
2024,9612,City of Jackson - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,9613,City of Lebanon - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,N,,Y,,,,,,
2024,9616,Beaches Energy Services,FL,Municipal,SERC,,N,,,,Y,,,,,,,,,,Y,,N,Y,Y,,,,Y,N,
2024,9617,JEA,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,Y,Y,,Y,,,,,Y,Y
2024,9645,Jamestown Board of Public Util,NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,Y,,Y,Y,,,,Y,Y,Y
2024,9665,Jasper County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2024,9667,City of Jasper - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,N,N,N,Y,,,,Y,,
2024,9668,"Jasper-Newton Elec Coop, Inc",TX,Cooperative,MRO,N,,Y,,,Y,,,,N,,,N,Y,,,,Y,,Y,,,,,N,
2024,9682,"Jefferson Davis Elec Coop, Inc",LA,Cooperative,SERC,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,
2024,9689,Jefferson Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2024,9690,Jefferson Utilities,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2024,9697,City of Jellico,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,9699,"Jemez Mountains Elec Coop, Inc",NM,Cooperative,WECC,N,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,Y,Y
2024,9726,Jersey Central Power & Lt Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,N,Y,N,Y,,Y,Y,,Y,Y
2024,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,9750,"Jo-Carroll Energy, Inc",IL,Cooperative,MRO,,,Y,,,Y,,,,,,,,Y,,,Y,,,Y,,,,Y,Y,Y
2024,9777,Johnson City - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,9778,Johnson County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,9837,Jones-Onslow Elec Member Corp,NC,Cooperative,SERC,,,,,N,Y,,,,,,,,,,,,,,Y,,,,,,
2024,9879,City Water and Light Plant,AR,Municipal,SPP,,,,,,,Y,,,,,,N,Y,,,Y,Y,Y,Y,,,,,N,N
2024,9936,Juneau Utility Comm,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2024,9949,Just Energy,CN,Retail Power Marketer,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,
2024,9961,Kansas Electric Power Coop Inc,KS,Cooperative,MRO,,,Y,,,,N,N,,,,,Y,,,,Y,,Y,,,,,,,
2024,9964,Kenergy Corp,KY,Cooperative,,,,,,Y,Y,,,,,,,,Y,,,,,,Y,,,,,,
2024,9979,KAMO Electric Coop Inc,OK,Cooperative,SPP,,,,,,Y,,,,,,,N,,,Y,N,Y,Y,,,,,,,
2024,9996,City of Kansas City - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2024,9999,Kankakee Valley Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,N,,,,Y,Y
2024,10000,Evergy Metro,MO,Investor Owned,MRO,,,Y,,,,N,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,Y,Y
2024,10005,"Evergy Kansas South, Inc",KS,Investor Owned,MRO,N,,Y,,N,N,N,N,,N,N,N,Y,N,,,Y,Y,Y,Y,N,Y,,,Y,Y
2024,10009,Karnes Electric Coop Inc,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2024,10012,Kay Electric Coop,OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,N,,,,Y,,,,,,
2024,10019,FreeState Electric Coop,KS,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,Y,,,Y,,,,,,
2024,10035,Kansas Municipal Energy Agency,KS,Municipal Mktg Authority,SPP,,,,,,,Y,,,,,,Y,,,,Y,,Y,,,Y,,,,
2024,10056,City of Kaukauna,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,Y,,,Y,,,,,Y,Y
2024,10066,K C Electric Association,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2024,10071,Kauai Island Utility Cooperative,HI,Cooperative,HICC,,,,,,,,,,,,,,,,,Y,Y,N,Y,,,,,Y,Y
2024,10170,"Kiamichi Electric Coop, Inc",OK,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,Y,Y
2024,10171,Kentucky Utilities Co,KY,Investor Owned,SERC,N,N,,,N,Y,,,N,,N,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2024,10210,Ketchikan Public Utilities,AK,Municipal,AK,,,,,,,,,,,,,,,,,Y,N,Y,Y,,,,Y,,
2024,10226,"Utility Board of the City of Key West, F",FL,Municipal,,,Y,,,,,,,,,,,,,,Y,N,Y,Y,Y,,,,,Y,Y
2024,10325,Kings River Conservation Dist,CA,Political Subdivision,WECC,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,N,N
2024,10331,Kingsport Power Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,,Y,N,,,,Y,Y
2024,10345,City of Kinston - (NC),NC,Municipal,SERC,N,,,,,Y,,,,,,,,,,Y,,N,,Y,,,,,,
2024,10370,City of Kirkwood - (MO),MO,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,10376,Kissimmee Utility Authority,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,N,N,Y,Y,,,,Y,Y,Y
2024,10378,"Kit Carson Electric Coop, Inc",NM,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,Y
