data_year,utility_number,utility_name,state,distribution_circuits,circuits_with_voltage_optimization
2024,17839,City of Springfield - (OR),OR,37,
2024,17845,City of Springville - (UT),UT,22,0
2024,17860,City of St Charles - (IL),IL,52,0
2024,17874,City of St George,UT,70,70
2024,17896,City of Shasta Lake - (CA),CA,8,6
2024,18006,City of Starkville,MS,21,0
2024,18019,Stearns Cooperative Elec Assn,MN,121,121
2024,18022,City of Statesville - (NC),NC,29,29
2024,18047,Steele-Waseca Cooperative Electric,MN,66,45
2024,18085,South Central Power Company,OH,236,0
2024,18125,Stillwater Utilities Authority,OK,33,
2024,18181,City of Stoughton - (WI),WI,20,0
2024,18203,Tallapoosa River Elec Coop Inc,AL,83,2
2024,18206,Strawberry Electric Serv Dist,UT,17,6
2024,18249,City of Sturgeon Bay - (WI),WI,18,0
2024,18252,City of Sturgis - (MI),MI,19,0
2024,18260,Surprise Valley Electrification,CA,34,0
2024,18260,Surprise Valley Electrification,NV,1,0
2024,18260,Surprise Valley Electrification,OR,15,0
2024,18280,Sulphur Springs Valley E C Inc,AZ,85,0
2024,18304,"Sumter Electric Coop, Inc",FL,212,0
2024,18305,Sumter Electric Member Corp,GA,64,50
2024,18312,Sun Prairie Utilities,WI,28,0
2024,18336,Superior Water and Light Co,WI,14,0
2024,18339,Surry-Yadkin Elec Member Corp,NC,73,73
2024,18360,Suwannee Valley Elec Coop Inc,FL,42,0
2024,18384,City of Sweetwater,TN,13,0
2024,18397,City of Sylvania - (GA),GA,6,1
2024,18429,City of Tacoma - (WA),WA,194,52
2024,18445,City of Tallahassee - (FL),FL,262,0
2024,18447,Tallahatchie Valley E P A,MS,58,0
2024,18449,"Talquin Electric Coop, Inc",FL,84,0
2024,18454,Tampa Electric Co,FL,821,0
2024,18466,Town of Tarboro - (NC),NC,27,
2024,18472,City of Tarrant,AL,9,0
2024,18488,City of Taunton,MA,45,36
2024,18498,Taylor County Rural E C C,KY,67,0
2024,18499,Three Notch Elec Member Corp,GA,41,
2024,18642,Tennessee Valley Authority,GA,1,0
2024,18642,Tennessee Valley Authority,KY,6,0
2024,18642,Tennessee Valley Authority,NC,1,0
2024,18643,Tennessee Valley Electric Coop,TN,26,0
2024,18848,City of Thomasville - (GA),GA,41,
2024,18917,Tillamook Peoples Utility Dist,OR,31,0
2024,18940,Tipmont Rural Elec Member Corp,IN,62,0
2024,18943,Tippah Electric Power Assn,MS,21,0
2024,18951,Tishomingo County E P A,MS,29,25
2024,18955,"Tri-County Electric Coop, Inc (IL)",IL,86,86
2024,18956,Tri-County Elec Member Corp (GA),GA,38,35
2024,18957,Tri-County Elec Member Corp (NC),NC,56,0
2024,18976,Trinity Valley Elec Coop Inc,TX,117,0
2024,18997,The Toledo Edison Co,OH,242,225
2024,19007,Tombigbee Electric Power Assn,MS,81,0
2024,19108,Tideland Electric Member Corp,NC,42,3
2024,19125,City of Traverse City - (MI),MI,32,23
2024,19149,City of Trenton - (TN),TN,7,0
2024,19154,Tri-State Electric Member Corp,GA,14,0
2024,19154,Tri-State Electric Member Corp,NC,2,0
2024,19154,Tri-State Electric Member Corp,TN,5,0
2024,19156,Powder River Energy Corp,MT,2,0
2024,19156,Powder River Energy Corp,WY,123,0
2024,19157,MiEnergy Cooperative,IA,74,0
2024,19157,MiEnergy Cooperative,MN,92,0
2024,19159,"Tri-County Electric Coop, Inc (TX)",TX,160,0
2024,19160,"Tri-County Electric Coop, Inc (OK)",CO,2,2
2024,19160,"Tri-County Electric Coop, Inc (OK)",KS,9,9
2024,19160,"Tri-County Electric Coop, Inc (OK)",NM,1,1
2024,19160,"Tri-County Electric Coop, Inc (OK)",OK,121,121
2024,19160,"Tri-County Electric Coop, Inc (OK)",TX,10,10
2024,19161,"Tri-County Electric Coop, Inc (FL)",FL,53,50
2024,19162,Tri-County Elec Member Corp (TN),KY,41,0
2024,19162,Tri-County Elec Member Corp (TN),TN,41,0
2024,19189,Trico Electric Cooperative Inc,AZ,66,34
2024,19219,Diverse Power Incorporated,AL,2,2
2024,19219,Diverse Power Incorporated,GA,70,70
2024,19225,City of Troy - (AL),AL,22,
2024,19266,Tullahoma Board-Public Utils,TN,12,11
2024,19273,City of Tupelo - (MS),MS,45,35
2024,19277,TDX North Slope Generating Co,AK,7,0
2024,19281,Turlock Irrigation District,CA,118,0
2024,19293,Southeastern Electric Coop Inc - (SD),SD,143,0
2024,19307,City of Tuscumbia,AL,3,3
2024,19324,Two Rivers Water & Light,WI,5,4
2024,19325,Umatilla Electric Coop Assn,OR,242,0
2024,19390,"UGI Utilities, Inc",PA,55,0
2024,19396,Tri-County Electric Coop (MI),MI,62,0
2024,19430,City of Union City,TN,23,13
2024,19435,Union Electric Membership Corp - (NC),NC,136,101
2024,19436,Union Electric Co - (MO),MO,2310,0
2024,19445,"Southern Indiana R E C, Inc",IN,27,
2024,19446,Duke Energy Kentucky,KY,155,
2024,19490,United Electric Coop Service Inc - (TX),TX,198,0
2024,19497,United Illuminating Co,CT,344,0
2024,19499,"United Power, Inc",CO,196,
2024,19501,"Union Rural Electric Coop, Inc",OH,18,
2024,19502,"United Electric Co-op, Inc - (ID)",ID,18,
2024,19545,"Black Hills Power, Inc.",MT,4,0
2024,19545,"Black Hills Power, Inc.",SD,173,0
2024,19545,"Black Hills Power, Inc.",WY,19,0
2024,19547,Hawaiian Electric Co Inc,HI,456,0
2024,19558,Homer Electric Assn Inc,AK,34,0
2024,19574,Upper Cumberland E M C,TN,61,0
2024,19578,Upper Peninsula Power Company,MI,85,0
2024,19579,Upshur Rural Elec Coop Corp,TX,123,0
2024,19603,USBIA-Mission Valley Power,MT,52,0
2024,19604,USBIA-San Carlos Project,AZ,42,
2024,19667,Utilities Dist-Western IN REMC,IN,45,14
2024,19728,"UNS Electric, Inc",AZ,114,0
2024,19784,Vera Irrigation District #15,WA,14,0
2024,19785,Verdigris Valley Elec Coop Inc,OK,74,0
2024,19790,Verendrye Electric Coop Inc,ND,109,109
2024,19791,"Vermont Electric Cooperative, Inc",VT,73,0
2024,19798,City of Vernon,CA,60,51
2024,19806,"Victoria Electric Coop, Inc",TX,61,0
2024,19820,Victory Electric Coop Assn Inc,KS,103,100
2024,19840,"Valley Electric Assn, Inc",CA,5,5
2024,19840,"Valley Electric Assn, Inc",NV,29,29
2024,19856,City of Vineland - (NJ),NJ,36,
2024,19869,Vinton Public Power Authority,LA,4,
2024,19876,Virginia Electric & Power Co,NC,123,0
2024,19876,Virginia Electric & Power Co,VA,2172,0
2024,19882,Virginia Tech Electric Service,VA,33,0
2024,19896,City of Volga - (SD),SD,7,0
2024,19898,Volunteer Electric Coop,TN,117,0
2024,19951,City of Wadsworth - (OH),OH,17,17
2024,19981,Wake Electric Membership Corp,NC,76,76
2024,20038,Town of Wallingford - (CT),CT,26,
2024,20065,Walton Electric Member Corp,GA,93,0
2024,20130,Warren Rural Elec Coop Corp,KY,143,0
2024,20140,City of Washington - (GA),GA,3,0
2024,20142,City of Washington - (NC),NC,29,0
2024,20146,Washington Elec Member Corp,GA,40,40
2024,20169,Avista Corp,ID,133,4
2024,20169,Avista Corp,MT,1,0
2024,20169,Avista Corp,WA,249,118
2024,20176,City of Water Valley - (MS),MS,1,0
2024,20182,Waterloo Light & Water Comm,WI,10,0
2024,20187,Watertown Municipal Utilities,SD,25,
2024,20211,Village of Waunakee - (WI),WI,17,0
2024,20213,Waupun Utilities,WI,18,0
2024,20216,Whitewater Valley Rural EMC,IN,41,
2024,20222,Wayne-White Counties Elec Coop,IL,65,0
2024,20228,Weakley County Mun Elec Sys,TN,35,10
2024,20230,Weatherford Mun Utility System,TX,36,
2024,20310,Town of Wellesley - (MA),MA,34,12
2024,20318,Webster Electric Coop,MO,46,12
2024,20332,Wells Rural Electric Co,NV,35,
2024,20332,Wells Rural Electric Co,UT,1,
2024,20334,Wellsborough Electric Co,PA,8,0
2024,20363,West Central Electric Coop Inc - (MO),MO,54,37
2024,20371,"West Florida El Coop Assn, Inc",FL,34,34
2024,20377,West Kentucky Rural E C C,KY,57,0
2024,20382,City of West Memphis - (AR),AR,16,0
2024,20394,City of West Point - (MS),MS,9,9
2024,20401,West River Electric Assn Inc,SD,52,0
2024,20404,AEP Texas North Company,TX,571,0
2024,20413,Mountrail-Williams Elec Coop,ND,267,0
2024,20434,City of Westby,WI,4,0
2024,20472,"Wharton County Elec Coop, Inc",TX,37,
2024,20476,Western Coop Electric Assn Inc,KS,93,
2024,20477,City of Westerville - (OH),OH,29,0
2024,20481,City of Westfield - (MA),MA,14,0
2024,20510,"Wheatland Electric Coop, Inc",CO,3,
2024,20510,"Wheatland Electric Coop, Inc",KS,115,
2024,20521,Wheeling Power Co,WV,53,
2024,20574,White River Valley El Coop Inc,MO,110,8
2024,20576,"White River Electric Assn, Inc",CO,26,0
2024,20583,Whitehall Electric Utility,WI,7,0
2024,20603,Northeastern Rural E M C,IN,75,0
2024,20639,"Wild Rice Electric Coop, Inc",MN,60,
2024,20737,Willmar Municipal Utilities,MN,18,10
2024,20785,City of Wilson - (NC),NC,85,85
2024,20793,City of Winchester - (TN),TN,11,0
2024,20813,City of Winfield - (KS),KS,21,0
2024,20841,"Wiregrass Electric Coop, Inc",AL,51,38
2024,20847,Wisconsin Electric Power Co,WI,1591,0
2024,20856,Wisconsin Power & Light Co,WI,1290,344
2024,20860,Wisconsin Public Service Corp,WI,242,0
2024,20862,Wisconsin Rapids W W & L Comm,WI,21,21
2024,20885,Withlacoochee River Elec Coop,FL,228,86
2024,20910,Wolverine Power Supply Coop,MI,2,0
2024,20927,"Wood County Electric Coop, Inc",TX,93,0
2024,20948,Wise Electric Coop Inc,TX,56,56
2024,20963,Woodruff Electric Coop Corp,AR,86,0
2024,20996,Wright-Hennepin Coop Elec Assn,MN,130,0
2024,20997,Yellowstone Valley Elec Co-op,MT,80,80
2024,21002,York Electric Coop Inc,SC,107,
2024,21013,City of Worthington - (MN),MN,13,0
2024,21048,Wyandotte Municipal Serv Comm,MI,21,0
2024,21075,Y-W Electric Assn Inc,CO,89,
2024,21075,Y-W Electric Assn Inc,NE,1,
2024,21081,Yampa Valley Electric Assn Inc,CO,54,
2024,21081,Yampa Valley Electric Assn Inc,WY,3,
2024,21111,Perennial Public Power Dist,NE,72,34
2024,21114,Yazoo Valley Elec Power Assn,MS,22,
2024,21158,City of Zeeland - (MI),MI,31,9
2024,21244,"Southside Electric Coop, Inc",VA,126,0
2024,21513,"Fergus Electric Coop, Inc",MT,79,0
2024,21538,"Mohave Electric Cooperative, Inc.",AZ,51,0
2024,21567,"Washington-St Tammany E C, Inc",LA,103,0
2024,21632,EnergyUnited Elec Member Corp,NC,248,0
2024,22053,Kentucky Power Co,KY,227,30
2024,22500,"Evergy Kansas Central, Inc",KS,813,0
2024,22690,Roosevelt County Elec Coop Inc,NM,43,43
2024,22814,Raft Rural Elec Coop Inc,ID,30,
2024,22814,Raft Rural Elec Coop Inc,NV,5,
2024,22814,Raft Rural Elec Coop Inc,UT,9,
2024,22815,Delta Electric Power Assn,MS,72,0
2024,22822,Clark County Rural E M C - (IN),IN,44,0
2024,24211,Tucson Electric Power Co,AZ,410,0
2024,24590,Unitil Energy Systems,NH,87,0
2024,24753,Boone County Rural EMC,IN,64,
2024,24889,Brunswick Electric Member Corp,NC,119,0
2024,24949,Cass County Elec Coop Inc,ND,42,11
2024,25177,Dakota Electric Association,MN,181,0
2024,25295,Western Indiana Energy REMC,IN,71,0
2024,25866,Ak-Chin Electric Utility Authority,AZ,4,0
2024,26510,Liberty Utilities (Granite State Electri,NH,47,0
2024,27000,WAPA-- Western Area Power Administration,AZ,6,
2024,27000,WAPA-- Western Area Power Administration,CA,5,
2024,27000,WAPA-- Western Area Power Administration,CO,6,
2024,27000,WAPA-- Western Area Power Administration,MT,5,
2024,27000,WAPA-- Western Area Power Administration,ND,1,
2024,27000,WAPA-- Western Area Power Administration,NE,2,
2024,27000,WAPA-- Western Area Power Administration,SD,1,
2024,27000,WAPA-- Western Area Power Administration,WY,18,
2024,27058,"High West Energy, Inc",CO,26,0
2024,27058,"High West Energy, Inc",NE,34,0
2024,27058,"High West Energy, Inc",WY,30,0
2024,27222,City of Ripley - (TN),TN,9,5
2024,27238,"Southwest Electric Coop, Inc",MO,98,
2024,27369,Taylor Electric Coop Inc - (TX),TX,82,70
2024,27599,Carroll-White REMC,IN,53,
2024,28541,Clatskanie Peoples Util Dist,OR,10,0
2024,28604,Kerrville Public Utility Board,TX,30,20
2024,28978,City of San Marcos - (TX),TX,26,
2024,30518,Electrical Dist No3 Pinal County,AZ,66,0
2024,31833,Okefenoke Rural El Member Corp,FL,8,6
2024,31833,Okefenoke Rural El Member Corp,GA,46,28
2024,38084,Great Lakes Energy Coop,MI,246,0
2024,40036,Westfield Electric Company,WI,1,0
2024,40051,Texas-New Mexico Power Co,TX,362,0
2024,40127,Clarke-Washington E M C,AL,41,
2024,40165,"Dixie Escalante R E A, Inc",AZ,7,
2024,40165,"Dixie Escalante R E A, Inc",UT,86,
2024,40166,"Chickasaw Electric Coop, Inc",TN,55,0
2024,40167,"Somerset Rural Elec Coop, Inc",PA,35,
2024,40212,Colquitt Electric Membership Corp,GA,113,0
2024,40220,Adams Electric Cooperative Inc,PA,66,
2024,40221,"Bedford Rural Elec Coop, Inc",PA,25,25
2024,40222,Valley Rural Electric Coop Inc,PA,56,56
2024,40224,"Central Electric Coop, Inc - (PA)",PA,45,45
2024,40228,Rappahannock Electric Coop,VA,392,25
2024,40236,"Forked Deer Electric Coop, Inc",TN,23,0
2024,40289,Claverack Rural Elec Coop Inc,PA,47,
2024,40290,Tri-County Rural Elec Coop Inc (PA),PA,47,42
2024,40292,REA Energy Coop Inc,PA,70,
2024,40293,"Northwestern Rural E C A, Inc - (PA)",PA,40,40
2024,40302,North East Mississippi EPA,MS,49,0
2024,40303,Monroe County Elec Power Assn,MS,24,0
2024,40304,Minnesota Valley Coop L&P Assn,MN,58,0
2024,40364,City of Courtland,AL,2,0
2024,40437,Emerald People's Utility Dist,OR,20,
2024,40438,Columbia River Peoples Ut Dist,OR,27,0
2024,40441,Town of Murphy - (NC),NC,10,0
2024,40456,PUD No 1 of Whatcom County,WA,1,1
2024,40606,City of Grand Island - (NE),NE,56,0
2024,44372,Oncor Electric Delivery Company LLC,TX,3757,3432
2024,49998,City of Berea Municipal Utility,KY,9,0
2024,54913,NSTAR Electric Company,MA,1643,448
2024,55787,City of Moreno Valley - (CA),CA,20,0
2024,55937,Entergy Texas Inc.,TX,493,
2024,55959,Roughrider Electric Cooperativ,ND,148,
2024,55982,Heart of Texas Electric Coop,TX,64,
2024,56146,"Black Hills Colorado Electric, LLC",CO,159,0
2024,56697,Ameren Illinois Company,IL,2740,913
2024,57483,Liberty Utilities,CA,44,0
2024,58113,"Texas A&M, Utilities & Energy Services",TX,7,0
2024,58124,City of Winter Park - (FL),FL,17,0
2024,59013,PUD No 1 of Jefferson County,WA,20,20
2024,59505,Heartland REMC,IN,72,
2024,60482,CKenergy Electric Cooperative,OK,95,0
2024,60631,Upper Michigan Energy Resources Corp.,MI,62,0
2024,60839,Southern Pioneer Electric Company,KS,60,0
2024,61353,Philadelphia Authority for Industrial Development,PA,54,0
2024,65261,Gila River Indian Utility Authority (GRICUA),AZ,32,0
2024,66073,MPD Electric Cooperative,SC,154,109
2024,66101,FirstEnergy Pennsylvania Electric Co,NY,12,8
2024,66101,FirstEnergy Pennsylvania Electric Co,PA,3060,2598
2024,66866,University of Massachusetts Amherst,MA,24,4
